Date : 2024-09-29 10:54:55
Directory : /home/dana/Documents/Projects/Python/PyPlate
Total : 588 files,  169647 codes, 13402 comments, 27365 blanks, all 210414 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/langhebrewmodel.py                     | Python           |      4,365 |         10 |          6 |      4,381 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/langhungarianmodel.py                  | Python           |      4,632 |         10 |          8 |      4,650 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/langrussianmodel.py                    | Python           |      5,700 |         10 |         16 |      5,726 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/langthaimodel.py                       | Python           |      4,365 |         10 |          6 |      4,381 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/langturkishmodel.py                    | Python           |      4,365 |         10 |          6 |      4,381 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/latin1prober.py                        | Python           |         96 |         36 |         16 |        148 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/macromanprober.py                      | Python           |         99 |         45 |         19 |        163 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/mbcharsetprober.py                     | Python           |         55 |         28 |         13 |         96 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/mbcsgroupprober.py                     | Python           |         26 |         28 |          4 |         58 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/mbcssm.py                              | Python           |        547 |         68 |         47 |        662 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/metadata/__init__.py                   | Python           |          0 |          0 |          1 |          1 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/metadata/languages.py                  | Python           |        308 |         34 |         11 |        353 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/resultdict.py                          | Python           |          9 |          4 |          4 |         17 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/sbcharsetprober.py                     | Python           |        108 |         40 |         15 |        163 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/sbcsgroupprober.py                     | Python           |         45 |         39 |          5 |         89 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/sjisprober.py                          | Python           |         65 |         26 |         15 |        106 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/universaldetector.py                   | Python           |        265 |         63 |         35 |        363 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/utf1632prober.py                       | Python           |        175 |         26 |         25 |        226 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/utf8prober.py                          | Python           |         44 |         26 |         13 |         83 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/version.py                             | Python           |          7 |          0 |          3 |         10 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/colorama/__init__.py                           | Python           |          4 |          1 |          3 |          8 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/colorama/ansi.py                               | Python           |         77 |          6 |         20 |        103 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/colorama/ansitowin32.py                        | Python           |        209 |         25 |         44 |        278 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/colorama/initialise.py                         | Python           |         83 |          8 |         31 |        122 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/colorama/tests/__init__.py                     | Python           |          0 |          1 |          1 |          2 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/colorama/tests/ansi_test.py                    | Python           |         55 |          5 |         17 |         77 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/colorama/tests/ansitowin32_test.py             | Python           |        243 |          8 |         44 |        295 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/colorama/tests/initialise_test.py              | Python           |        145 |         10 |         35 |        190 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/colorama/tests/isatty_test.py                  | Python           |         43 |          1 |         14 |         58 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/colorama/tests/utils.py                        | Python           |         41 |          1 |          8 |         50 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/colorama/tests/winterm_test.py                 | Python           |         99 |          1 |         32 |        132 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/colorama/win32.py                              | Python           |        146 |         10 |         25 |        181 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/colorama/winterm.py                            | Python           |        143 |         29 |         24 |        196 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/distlib/__init__.py                            | Python           |         16 |          6 |         12 |         34 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/distlib/compat.py                              | Python           |        861 |        101 |        177 |      1,139 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/distlib/database.py                            | Python           |      1,135 |         45 |        180 |      1,360 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/distlib/index.py                               | Python           |        445 |         19 |         45 |        509 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/distlib/locators.py                            | Python           |      1,107 |         77 |        120 |      1,304 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/distlib/manifest.py                            | Python           |        276 |         40 |         69 |        385 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/distlib/markers.py                             | Python           |        129 |          9 |         30 |        168 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/distlib/metadata.py                            | Python           |        840 |         74 |        155 |      1,069 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/distlib/resources.py                           | Python           |        280 |         15 |         64 |        359 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/distlib/scripts.py                             | Python           |        359 |         48 |         46 |        453 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/distlib/util.py                                | Python           |      1,564 |        167 |        295 |      2,026 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/distlib/version.py                             | Python           |        533 |         86 |        133 |        752 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/distlib/wheel.py                               | Python           |        902 |         81 |        117 |      1,100 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/distro/__init__.py                             | Python           |         52 |          0 |          3 |         55 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/distro/__main__.py                             | Python           |          3 |          0 |          2 |          5 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/distro/distro.py                               | Python           |      1,035 |         90 |        275 |      1,400 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/idna/__init__.py                               | Python           |         43 |          0 |          2 |         45 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/idna/codec.py                                  | Python           |         84 |          4 |         25 |        113 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/idna/compat.py                                 | Python           |          9 |          0 |          5 |         14 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/idna/core.py                                   | Python           |        319 |          8 |         74 |        401 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/idna/idnadata.py                               | Python           |      2,149 |          1 |          2 |      2,152 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/idna/intranges.py                              | Python           |         42 |          3 |         10 |         55 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/idna/package_data.py                           | Python           |          1 |          0 |          2 |          3 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/idna/uts46data.py                              | Python           |      8,511 |          2 |         88 |      8,601 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/msgpack/__init__.py                            | Python           |         38 |          2 |         18 |         58 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/msgpack/exceptions.py                          | Python           |         28 |          2 |         19 |         49 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/msgpack/ext.py                                 | Python           |        149 |          4 |         41 |        194 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/msgpack/fallback.py                            | Python           |        857 |         22 |        132 |      1,011 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/packaging/__about__.py                         | Python           |         18 |          3 |          6 |         27 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/packaging/__init__.py                          | Python           |         20 |          3 |          3 |         26 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/packaging/_manylinux.py                        | Python           |        212 |         51 |         39 |        302 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/packaging/_musllinux.py                        | Python           |        107 |          4 |         26 |        137 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/packaging/_structures.py                       | Python           |         36 |          3 |         23 |         62 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/packaging/markers.py                           | Python           |        224 |          7 |         74 |        305 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/packaging/requirements.py                      | Python           |        105 |          9 |         33 |        147 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/packaging/specifiers.py                        | Python           |        490 |        156 |        157 |        803 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/packaging/tags.py                              | Python           |        373 |         26 |         89 |        488 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/packaging/utils.py                             | Python           |         91 |         16 |         30 |        137 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/packaging/version.py                           | Python           |        334 |         58 |        113 |        505 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pkg_resources/__init__.py                      | Python           |      2,548 |        154 |        660 |      3,362 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/platformdirs/__init__.py                       | Python           |        495 |          0 |         72 |        567 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/platformdirs/__main__.py                       | Python           |         42 |          0 |         12 |         54 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/platformdirs/android.py                        | Python           |        160 |          7 |         44 |        211 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/platformdirs/api.py                            | Python           |        186 |          0 |         38 |        224 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/platformdirs/macos.py                          | Python           |         71 |          0 |         21 |         92 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/platformdirs/unix.py                           | Python           |        180 |          5 |         39 |        224 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/platformdirs/version.py                        | Python           |          2 |          2 |          1 |          5 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/platformdirs/windows.py                        | Python           |        206 |          4 |         46 |        256 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/__init__.py                           | Python           |         65 |          2 |         16 |         83 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/__main__.py                           | Python           |         13 |          0 |          5 |         18 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/cmdline.py                            | Python           |        554 |         39 |         76 |        669 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/console.py                            | Python           |         54 |          0 |         17 |         71 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/filter.py                             | Python           |         55 |          1 |         16 |         72 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/filters/__init__.py                   | Python           |        858 |          3 |         80 |        941 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/formatter.py                          | Python           |         88 |         10 |         27 |        125 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/__init__.py                | Python           |        123 |          4 |         32 |        159 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/_mapping.py                | Python           |         20 |          2 |          2 |         24 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/bbcode.py                  | Python           |         85 |          1 |         23 |        109 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/groff.py                   | Python           |        128 |          0 |         43 |        171 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/html.py                    | Python           |        789 |         23 |        178 |        990 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/img.py                     | Python           |        520 |         22 |        104 |        646 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/irc.py                     | Python           |        126 |          4 |         25 |        155 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/latex.py                   | Python           |        405 |         45 |         72 |        522 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/other.py                   | Python           |        129 |          3 |         30 |        162 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/pangomarkup.py             | Python           |         62 |          0 |         22 |         84 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/rtf.py                     | Python           |        111 |          9 |         27 |        147 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/svg.py                     | Python           |        156 |          0 |         33 |        189 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/terminal.py                | Python           |         97 |          5 |         26 |        128 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/terminal256.py             | Python           |        255 |         21 |         63 |        339 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/lexer.py                              | Python           |        719 |         85 |        140 |        944 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/lexers/__init__.py                    | Python           |        275 |         22 |         66 |        363 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/lexers/_mapping.py                    | Python           |        556 |          2 |          2 |        560 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/lexers/python.py                      | Python           |      1,056 |         67 |         76 |      1,199 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/modeline.py                           | Python           |         32 |          0 |         12 |         44 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/plugin.py                             | Python           |         61 |          4 |         24 |         89 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/regexopt.py                           | Python           |         66 |         13 |         13 |         92 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/scanner.py                            | Python           |         89 |          0 |         16 |        105 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/sphinxext.py                          | Python           |        174 |          0 |         44 |        218 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/style.py                              | Python           |        153 |         17 |         28 |        198 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/styles/__init__.py                    | Python           |         90 |          3 |         11 |        104 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/token.py                              | Python           |        164 |         12 |         38 |        214 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/unistring.py                          | Python           |         94 |          6 |         54 |        154 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pygments/util.py                               | Python           |        269 |          5 |         57 |        331 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pyparsing/__init__.py                          | Python           |        268 |         26 |         29 |        323 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pyparsing/actions.py                           | Python           |        151 |          8 |         59 |        218 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pyparsing/common.py                            | Python           |        312 |         39 |         82 |        433 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pyparsing/core.py                              | Python           |      4,805 |        271 |      1,040 |      6,116 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pyparsing/diagram/__init__.py                  | Python           |        517 |         59 |         81 |        657 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pyparsing/exceptions.py                        | Python           |        232 |          7 |         61 |        300 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pyparsing/helpers.py                           | Python           |        871 |         41 |        189 |      1,101 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pyparsing/results.py                           | Python           |        642 |         26 |        129 |        797 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pyparsing/testing.py                           | Python           |        279 |         10 |         43 |        332 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pyparsing/unicode.py                           | Python           |        307 |          5 |         50 |        362 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pyparsing/util.py                              | Python           |        212 |         13 |         60 |        285 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pyproject_hooks/__init__.py                    | Python           |         21 |          0 |          3 |         24 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pyproject_hooks/_compat.py                     | Python           |          6 |          0 |          3 |          9 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pyproject_hooks/_impl.py                       | Python           |        258 |          4 |         69 |        331 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pyproject_hooks/_in_process/__init__.py        | Python           |         14 |          1 |          4 |         19 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/pyproject_hooks/_in_process/_in_process.py     | Python           |        274 |          6 |         74 |        354 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/__init__.py                           | Python           |        128 |         21 |         34 |        183 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/__version__.py                        | Python           |         10 |          3 |          2 |         15 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/_internal_utils.py                    | Python           |         40 |          0 |         11 |         51 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/adapters.py                           | Python           |        432 |         13 |         94 |        539 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/api.py                                | Python           |        117 |          3 |         38 |        158 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/auth.py                               | Python           |        223 |         27 |         66 |        316 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/certs.py                              | Python           |         17 |          1 |          7 |         25 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/compat.py                             | Python           |         44 |         12 |         12 |         68 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/cookies.py                            | Python           |        439 |         12 |        111 |        562 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/exceptions.py                         | Python           |         82 |          1 |         59 |        142 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/help.py                               | Python           |        109 |          0 |         23 |        132 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/hooks.py                              | Python           |         23 |          1 |         10 |         34 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/models.py                             | Python           |        737 |        114 |        184 |      1,035 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/packages.py                           | Python           |          8 |          5 |          4 |         17 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/sessions.py                           | Python           |        564 |        116 |        154 |        834 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/status_codes.py                       | Python           |        112 |          4 |         13 |        129 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/structures.py                         | Python           |         67 |          5 |         28 |        100 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/requests/utils.py                              | Python           |        775 |         86 |        234 |      1,095 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/resolvelib/__init__.py                         | Python           |         23 |          0 |          4 |         27 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/resolvelib/compat/__init__.py                  | Python           |          0 |          0 |          1 |          1 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/resolvelib/compat/collections_abc.py           | Python           |          5 |          0 |          2 |          7 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/resolvelib/providers.py                        | Python           |        105 |          0 |         29 |        134 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/resolvelib/reporters.py                        | Python           |         31 |          0 |         13 |         44 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/resolvelib/resolvers.py                        | Python           |        417 |         33 |         98 |        548 |
